order_id,lens_type,lens_index,sph_power,coating,in_house_stock,qc_failures,actual_tat_days,sla_days,sla_breached
27,Single Vision,1.74,-3.25,Blue Light + Anti-Reflective,False,1,3.61769778510782,3.0,True
28,Single Vision,1.67,3.5,Anti-Reflective,False,0,1.822692978370617,3.0,False
29,Single Vision,1.6,-5.5,Blue Light,False,0,1.1701499145476562,3.0,False
30,Single Vision,1.6,0.25,Blue Light + Anti-Reflective,False,0,2.5343551133982225,3.0,False
31,Single Vision,1.5,1.0,Blue Light + Anti-Reflective,True,0,1.2844389178045614,3.0,False
32,Single Vision,1.74,-3.25,Blue Light + Anti-Reflective,False,0,2.248961015569665,3.0,False
33,Single Vision,1.67,-4.0,Blue Light + Anti-Reflective,False,0,2.615882937000393,3.0,False
34,Progressive,1.67,2.0,Blue Light,False,0,5.432294213923571,5.0,True
35,Progressive,1.6,-4.0,None,False,0,3.3123173255208305,5.0,False
36,Progressive,1.5,-2.75,None,False,0,4.620683606498882,5.0,False
37,Single Vision,1.67,1.75,Blue Light + Anti-Reflective,False,0,1.9648292902161377,3.0,False
38,Single Vision,1.5,-1.0,None,True,0,1.1074252540370264,3.0,False
39,Single Vision,1.6,-6.5,Blue Light,False,0,1.2664491446874235,3.0,False
40,Single Vision,1.5,4.25,None,False,0,2.7360624648078784,3.0,False
41,Single Vision,1.74,-2.5,None,False,1,3.9129475556521185,3.0,True
42,Single Vision,1.5,-2.25,Blue Light,False,0,1.7121998189669498,3.0,False
43,Single Vision,1.5,-0.25,None,True,0,2.042851043258232,3.0,False
44,Progressive,1.6,1.0,Blue Light + Anti-Reflective,False,0,3.318266396210546,5.0,False
45,Single Vision,1.67,5.0,Blue Light + Anti-Reflective,False,1,3.5897913121461333,3.0,True
46,Single Vision,1.6,-6.0,Blue Light,False,0,2.493480679276808,3.0,False
47,Single Vision,1.5,1.5,Blue Light + Anti-Reflective,False,0,2.5766386233907674,3.0,False
48,Single Vision,1.5,1.25,Blue Light + Anti-Reflective,False,1,2.590312142700081,3.0,False
49,Single Vision,1.67,-1.5,Blue Light + Anti-Reflective,False,0,1.8583156955152562,3.0,False
50,Single Vision,1.74,1.25,Blue Light + Anti-Reflective,False,0,2.3728991253299854,3.0,False
51,Progressive,1.67,1.75,Blue Light + Anti-Reflective,False,0,6.736529998178486,5.0,True
52,Progressive,1.6,-5.25,None,True,0,1.694461966291641,5.0,False
53,Progressive,1.74,4.25,Blue Light,False,1,7.972280962556447,5.0,True
54,Progressive,1.6,-5.75,Anti-Reflective,True,0,1.044843196146296,5.0,False
55,Single Vision,1.6,-4.5,Blue Light,False,0,1.9103121723261545,3.0,False
56,Progressive,1.6,-1.75,Blue Light,False,0,4.2490598804281445,5.0,False
57,Single Vision,1.6,4.75,Blue Light,False,0,2.7170096600321783,3.0,False
58,Single Vision,1.67,-2.0,None,True,0,0.8929895041774464,3.0,False
59,Single Vision,1.6,-1.0,Blue Light,False,1,3.4978402473033867,3.0,True
60,Single Vision,1.5,3.25,Blue Light,False,0,2.572626721318402,3.0,False
61,Single Vision,1.5,-2.0,None,True,0,1.5308045917313353,3.0,False
62,Single Vision,1.5,-4.5,Blue Light + Anti-Reflective,False,0,1.750052257896004,3.0,False
63,Progressive,1.6,-2.25,Anti-Reflective,False,1,5.121569431200925,5.0,True
64,Single Vision,1.5,3.0,Blue Light + Anti-Reflective,False,0,1.1432781770518474,3.0,False
65,Single Vision,1.5,-0.75,Blue Light,False,0,2.065082946129773,3.0,False
66,Single Vision,1.6,4.75,Blue Light + Anti-Reflective,False,0,1.4477012886431475,3.0,False
67,Single Vision,1.6,1.25,None,True,0,1.4481303564728578,3.0,False
68,Progressive,1.67,-3.0,Anti-Reflective,False,0,5.14163229606561,5.0,True
69,Single Vision,1.6,-0.75,Blue Light + Anti-Reflective,False,0,2.8068150462941723,3.0,False
70,Progressive,1.67,-3.5,Blue Light,False,0,5.831601921111699,5.0,True
71,Progressive,1.74,-3.0,Anti-Reflective,False,1,7.261862154187407,5.0,True
72,Single Vision,1.67,8.0,Blue Light,False,0,1.7294214397918206,3.0,False
73,Single Vision,1.6,2.0,Blue Light + Anti-Reflective,False,0,1.5676162098762667,3.0,False
74,Progressive,1.5,1.5,Blue Light + Anti-Reflective,False,1,6.678847321284276,5.0,True
75,Progressive,1.74,-2.75,Blue Light,False,0,6.3358149191733295,5.0,True
76,Progressive,1.5,3.75,Anti-Reflective,False,0,4.048425625466691,5.0,False
77,Progressive,1.5,2.25,Anti-Reflective,False,0,3.398560255419339,5.0,False
78,Single Vision,1.6,4.75,Anti-Reflective,False,1,3.2008230113542555,3.0,True
79,Single Vision,1.5,4.5,Blue Light + Anti-Reflective,False,0,1.614688673710172,3.0,False
80,Single Vision,1.74,-5.5,Blue Light + Anti-Reflective,False,1,2.457691615200276,3.0,False
81,Progressive,1.6,-4.25,Blue Light,False,0,3.653197076021821,5.0,False
82,Single Vision,1.6,-4.0,Blue Light,False,0,2.3026198703656546,3.0,False
83,Single Vision,1.6,-3.75,None,False,0,1.7869303063573478,3.0,False
84,Single Vision,1.6,-0.0,None,False,0,1.9275052298895698,3.0,False
85,Single Vision,1.5,-2.75,None,False,0,2.5204970311008457,3.0,False
86,Single Vision,1.6,5.25,Blue Light,False,0,2.4309757040218836,3.0,False
87,Progressive,1.67,4.75,Anti-Reflective,False,0,6.980458606213959,5.0,True
88,Single Vision,1.6,-1.0,None,True,0,0.5,3.0,False
89,Progressive,1.67,4.75,Blue Light,False,1,6.7508976277947905,5.0,True
90,Single Vision,1.5,3.5,Blue Light + Anti-Reflective,False,0,2.4540708507717444,3.0,False
91,Single Vision,1.5,-2.25,Anti-Reflective,False,0,2.2156976938505757,3.0,False
92,Progressive,1.5,-7.0,None,False,0,4.049733139184136,5.0,False
93,Progressive,1.5,-1.75,Blue Light + Anti-Reflective,False,0,3.6976042931543116,5.0,False
94,Single Vision,1.67,-3.0,Anti-Reflective,True,0,1.1132257355898612,3.0,False
95,Progressive,1.67,-0.5,Anti-Reflective,False,0,6.084443420354677,5.0,True
96,Single Vision,1.5,-0.75,Blue Light + Anti-Reflective,False,0,1.074004172810584,3.0,False
97,Single Vision,1.6,-0.75,None,True,0,1.1068168935378484,3.0,False
98,Single Vision,1.67,0.5,None,True,0,0.7414847944033083,3.0,False
99,Single Vision,1.5,-4.75,Blue Light + Anti-Reflective,False,0,2.420532127558752,3.0,False
100,Single Vision,1.5,0.25,Blue Light + Anti-Reflective,False,0,2.172328200086767,3.0,False
101,Single Vision,1.74,-2.25,Blue Light + Anti-Reflective,False,0,2.977952642622949,3.0,False
102,Single Vision,1.6,-0.5,Blue Light,False,0,1.9999632929276447,3.0,False
103,Single Vision,1.74,1.75,Anti-Reflective,False,0,1.4543444401015098,3.0,False
104,Single Vision,1.5,-4.75,None,False,0,0.7556714741865245,3.0,False
105,Progressive,1.67,-1.75,None,True,0,0.5308621368119271,5.0,False
106,Single Vision,1.5,-1.25,Blue Light + Anti-Reflective,False,0,2.1886756806144865,3.0,False
107,Single Vision,1.5,-2.5,Anti-Reflective,False,0,2.3164353906331825,3.0,False
108,Progressive,1.6,1.75,Blue Light + Anti-Reflective,False,0,3.697398570892294,5.0,False
109,Single Vision,1.5,-3.25,Anti-Reflective,False,0,1.7849352482801029,3.0,False
110,Single Vision,1.5,-2.75,Blue Light + Anti-Reflective,False,0,2.034968164637991,3.0,False
111,Single Vision,1.5,-3.25,Blue Light + Anti-Reflective,False,0,2.190026604660305,3.0,False
112,Single Vision,1.5,2.25,Anti-Reflective,False,0,2.5100408444252587,3.0,False
113,Progressive,1.67,-2.5,None,False,0,5.706211414462673,5.0,True
114,Progressive,1.6,0.5,None,True,0,0.6286844175974204,5.0,False
115,Single Vision,1.5,5.0,Blue Light,False,1,4.32541785891186,3.0,True
116,Progressive,1.5,-1.25,Anti-Reflective,False,0,4.891614239577185,5.0,False
117,Progressive,1.5,2.25,None,False,0,3.7352869126530717,5.0,False
118,Single Vision,1.6,4.0,None,False,0,2.5712695556714227,3.0,False
119,Progressive,1.5,2.0,Anti-Reflective,False,0,5.102354379494774,5.0,True
120,Single Vision,1.67,-1.0,None,True,0,1.6584791693949497,3.0,False
121,Progressive,1.5,1.0,Anti-Reflective,True,0,0.618545149691667,5.0,False
122,Progressive,1.5,-4.75,None,False,0,4.052406252575264,5.0,False
123,Single Vision,1.67,-3.25,Blue Light + Anti-Reflective,False,0,1.1240941008449363,3.0,False
124,Single Vision,1.67,-2.75,Anti-Reflective,False,0,1.517526568836883,3.0,False
125,Single Vision,1.5,5.75,Anti-Reflective,False,1,3.4608717890302123,3.0,True
126,Single Vision,1.67,-3.5,None,False,0,2.109877903614608,3.0,False
127,Progressive,1.6,-3.5,Anti-Reflective,False,0,3.653504609178016,5.0,False
128,Progressive,1.67,-4.25,Blue Light,False,0,4.624163438249179,5.0,False
129,Single Vision,1.6,0.75,Blue Light,False,0,2.096781428661803,3.0,False
130,Single Vision,1.6,-0.5,Anti-Reflective,False,0,2.364085813174478,3.0,False
131,Single Vision,1.74,2.25,Blue Light,False,0,2.3830615594409252,3.0,False
132,Single Vision,1.5,1.0,None,True,1,0.8970740830249333,3.0,False
133,Single Vision,1.6,-5.25,None,False,0,1.9324192218949379,3.0,False
134,Single Vision,1.6,-3.5,Anti-Reflective,False,0,2.1232528211238364,3.0,False
135,Progressive,1.5,3.0,None,False,0,4.204449577092324,5.0,False
136,Single Vision,1.5,-1.5,None,True,0,0.9532753376129807,3.0,False
137,Single Vision,1.5,2.5,Blue Light,False,1,2.5698699678581347,3.0,False
138,Progressive,1.6,-1.5,None,True,0,1.698523786226608,5.0,False
139,Single Vision,1.6,-4.0,None,False,0,1.7678309909992165,3.0,False
140,Progressive,1.6,-2.0,Blue Light,False,0,3.388050214839211,5.0,False
141,Progressive,1.5,-4.0,Blue Light + Anti-Reflective,False,1,4.812492981405636,5.0,False
142,Single Vision,1.6,-2.75,Anti-Reflective,False,0,2.055843104077612,3.0,False
143,Single Vision,1.74,-0.5,Anti-Reflective,False,0,1.695459137177413,3.0,False
144,Single Vision,1.5,0.5,Blue Light + Anti-Reflective,False,0,1.7299805438052003,3.0,False
145,Single Vision,1.6,-5.75,Blue Light,False,0,1.8376822610685495,3.0,False
146,Single Vision,1.67,-1.0,Blue Light,False,0,2.1809059342113435,3.0,False
147,Single Vision,1.67,-2.75,None,False,0,1.6005055690456014,3.0,False
148,Single Vision,1.6,-3.0,None,False,0,2.1687212454049414,3.0,False
149,Single Vision,1.67,-0.5,Anti-Reflective,False,0,1.3098604202309843,3.0,False
150,Single Vision,1.5,-2.75,Anti-Reflective,False,0,3.002942725799458,3.0,True
151,Progressive,1.67,3.25,Blue Light,False,0,6.536157989372932,5.0,True
152,Single Vision,1.5,2.5,None,False,0,1.8626653031574174,3.0,False
153,Single Vision,1.5,2.5,Blue Light,False,0,2.1673750003375365,3.0,False
154,Single Vision,1.5,-2.5,Blue Light + Anti-Reflective,False,0,1.4159154580858089,3.0,False
155,Progressive,1.67,-4.0,Anti-Reflective,False,0,6.280910839435721,5.0,True
156,Single Vision,1.6,-0.75,Anti-Reflective,False,0,2.4227042789595985,3.0,False
157,Single Vision,1.5,-1.5,Blue Light,True,1,1.1331636517020152,3.0,False
158,Progressive,1.5,-2.75,None,False,0,4.451142159748709,5.0,False
159,Single Vision,1.74,-4.5,None,False,0,1.9964841700313607,3.0,False
160,Progressive,1.67,-1.0,Blue Light + Anti-Reflective,False,0,5.949308214742594,5.0,True
161,Single Vision,1.6,-2.25,Blue Light + Anti-Reflective,False,0,1.6700658395212362,3.0,False
162,Single Vision,1.6,1.0,Blue Light + Anti-Reflective,False,0,2.2779518283414735,3.0,False
163,Single Vision,1.6,1.0,Blue Light,False,0,1.5817207388369328,3.0,False
164,Single Vision,1.5,2.25,Anti-Reflective,True,0,1.2071794642209244,3.0,False
165,Single Vision,1.74,-4.75,Blue Light,False,0,2.1516112785187884,3.0,False
166,Progressive,1.5,0.25,Blue Light,False,0,4.6719916554305865,5.0,False
167,Single Vision,1.6,-3.25,None,True,0,1.2917514306955504,3.0,False
168,Single Vision,1.5,-4.75,Blue Light + Anti-Reflective,False,1,2.824975493367476,3.0,False
169,Single Vision,1.6,-2.25,Anti-Reflective,False,1,2.6858281843646727,3.0,False
170,Single Vision,1.6,2.25,Blue Light + Anti-Reflective,False,0,1.6552568900003826,3.0,False
171,Single Vision,1.6,-2.0,Blue Light + Anti-Reflective,False,0,1.634057990653092,3.0,False
172,Single Vision,1.5,3.75,Blue Light + Anti-Reflective,False,0,2.4833005907482324,3.0,False
173,Single Vision,1.6,0.75,Anti-Reflective,False,0,0.8983204678462562,3.0,False
174,Single Vision,1.5,-2.25,None,False,0,2.712226663049855,3.0,False
175,Single Vision,1.5,2.5,Anti-Reflective,False,0,2.499267436111306,3.0,False
176,Single Vision,1.5,0.25,Anti-Reflective,False,1,3.4302319714657,3.0,True
177,Single Vision,1.67,-3.75,None,False,0,2.174599530335641,3.0,False
178,Single Vision,1.6,4.5,Anti-Reflective,False,1,3.3124772489791896,3.0,True
179,Progressive,1.6,-0.25,Anti-Reflective,False,0,4.07929132662361,5.0,False
180,Single Vision,1.67,-1.0,Blue Light,False,0,2.563171720080122,3.0,False
181,Single Vision,1.6,-3.5,Anti-Reflective,False,0,1.8881480789481146,3.0,False
182,Single Vision,1.6,2.5,Blue Light,False,0,2.3001696386359614,3.0,False
183,Progressive,1.5,0.5,Blue Light,False,0,3.5643740339063354,5.0,False
184,Progressive,1.5,1.0,Blue Light,False,0,4.266268730096785,5.0,False
185,Single Vision,1.6,-2.5,Blue Light + Anti-Reflective,False,1,3.7319366066707373,3.0,True
186,Single Vision,1.6,1.5,None,True,0,1.2139926885819703,3.0,False
187,Progressive,1.67,1.75,Blue Light + Anti-Reflective,False,0,5.567714642215663,5.0,True
188,Single Vision,1.67,-3.0,None,False,0,2.22462298562901,3.0,False
189,Single Vision,1.5,-5.25,Anti-Reflective,False,0,1.976614661535487,3.0,False
190,Single Vision,1.5,0.75,Blue Light,False,1,4.059858338817234,3.0,True
191,Single Vision,1.6,-5.75,Blue Light + Anti-Reflective,False,0,2.1294752055993316,3.0,False
192,Progressive,1.5,-0.5,Anti-Reflective,False,0,4.246616197385848,5.0,False
193,Progressive,1.5,-2.25,Blue Light + Anti-Reflective,False,0,3.7792396247812317,5.0,False
194,Single Vision,1.67,2.75,Anti-Reflective,False,0,2.15604553614002,3.0,False
195,Single Vision,1.5,-2.25,Blue Light + Anti-Reflective,False,1,3.571711368915776,3.0,True
196,Single Vision,1.74,2.25,Anti-Reflective,True,0,0.8228796488446655,3.0,False
197,Progressive,1.67,-2.5,Anti-Reflective,False,0,5.783882549725425,5.0,True
198,Progressive,1.67,2.0,Blue Light + Anti-Reflective,False,0,5.596688787257775,5.0,True
199,Progressive,1.5,5.25,Anti-Reflective,False,1,5.954248140723748,5.0,True
200,Progressive,1.5,-4.25,Blue Light,False,0,3.6734204989600667,5.0,False
201,Single Vision,1.6,-0.0,Blue Light,False,0,2.1461284322940912,3.0,False
202,Single Vision,1.5,7.25,Blue Light,False,1,3.1913054170232984,3.0,True
203,Single Vision,1.5,-0.75,Blue Light,False,0,1.938754065945584,3.0,False
204,Progressive,1.5,-0.75,None,True,0,0.5271241484929131,5.0,False
205,Single Vision,1.5,1.25,Blue Light + Anti-Reflective,False,0,2.572196203887722,3.0,False
206,Single Vision,1.5,-1.0,Blue Light,False,0,2.012425026030518,3.0,False
207,Single Vision,1.67,-6.0,Blue Light,False,0,2.007961773517864,3.0,False
208,Single Vision,1.5,2.5,Blue Light,False,0,2.297739973705468,3.0,False
209,Single Vision,1.5,-7.0,None,False,1,4.463577382101023,3.0,True
210,Single Vision,1.6,-2.25,Blue Light + Anti-Reflective,False,0,2.04054781019551,3.0,False
211,Single Vision,1.74,2.5,Anti-Reflective,False,0,1.254554608757384,3.0,False
212,Single Vision,1.5,-2.0,None,True,0,1.5909675954227542,3.0,False
213,Single Vision,1.5,-3.0,Blue Light,False,0,1.3213429390310285,3.0,False
214,Single Vision,1.6,1.75,Blue Light,False,0,1.751780188940653,3.0,False
215,Progressive,1.74,-3.5,None,False,0,6.596259800277804,5.0,True
216,Single Vision,1.67,-4.75,Blue Light + Anti-Reflective,False,0,1.8323885687246388,3.0,False
217,Single Vision,1.6,-0.25,Blue Light + Anti-Reflective,False,0,1.7138648751844519,3.0,False
218,Progressive,1.5,-1.5,Anti-Reflective,False,1,5.722823843552948,5.0,True
219,Single Vision,1.6,-4.75,None,False,0,2.004842976377222,3.0,False
220,Progressive,1.5,1.0,Blue Light + Anti-Reflective,False,1,4.8746379397590225,5.0,False
221,Single Vision,1.6,0.5,None,True,0,1.43879849597863,3.0,False
222,Single Vision,1.67,-2.0,Blue Light + Anti-Reflective,False,0,2.613987817627909,3.0,False
223,Single Vision,1.74,-1.75,Blue Light + Anti-Reflective,False,1,3.7831815050267594,3.0,True
224,Single Vision,1.5,0.5,Blue Light,False,0,2.275880432021983,3.0,False
225,Single Vision,1.5,2.5,Blue Light + Anti-Reflective,False,0,1.6494665971006888,3.0,False
226,Single Vision,1.6,-1.75,Blue Light + Anti-Reflective,False,0,1.372360037674825,3.0,False
227,Progressive,1.67,1.0,None,True,0,0.5,5.0,False
228,Single Vision,1.67,0.75,Blue Light + Anti-Reflective,False,0,2.5165574007741887,3.0,False
229,Progressive,1.5,1.75,Blue Light + Anti-Reflective,False,0,4.097284494752976,5.0,False
230,Single Vision,1.5,-1.0,None,True,0,0.7905421260704014,3.0,False
231,Progressive,1.6,-3.75,Blue Light + Anti-Reflective,False,0,3.033349200485303,5.0,False
232,Single Vision,1.5,-2.5,None,False,0,1.4084493365369217,3.0,False
233,Single Vision,1.67,0.0,None,True,0,0.5,3.0,False
234,Single Vision,1.6,4.5,None,False,0,2.7209526355996796,3.0,False
235,Single Vision,1.67,-2.5,None,False,0,2.317848530869328,3.0,False
236,Progressive,1.6,1.5,Blue Light,False,0,3.3470285179022063,5.0,False
237,Single Vision,1.67,-2.0,Blue Light,False,0,2.81753479147379,3.0,False
238,Single Vision,1.5,-0.75,Blue Light,False,0,1.6389287055159718,3.0,False
239,Single Vision,1.67,3.5,Blue Light,False,0,2.1746398797397246,3.0,False
240,Single Vision,1.5,1.25,None,True,1,1.175809666072625,3.0,False
241,Progressive,1.6,-4.75,None,False,0,3.9530463240973424,5.0,False
242,Progressive,1.5,-2.75,None,False,1,5.261737377177564,5.0,True
243,Progressive,1.6,2.75,None,False,0,4.016997302988669,5.0,False
244,Single Vision,1.5,-0.5,Blue Light,False,0,1.8600103812531665,3.0,False
245,Single Vision,1.5,-4.5,Blue Light + Anti-Reflective,False,0,2.124549742597453,3.0,False
246,Progressive,1.74,-3.5,Blue Light,False,0,6.144392869740391,5.0,True
247,Single Vision,1.5,1.0,None,False,0,1.7378873618691983,3.0,False
248,Progressive,1.67,2.0,None,True,0,1.5506225900246546,5.0,False
249,Progressive,1.74,-1.0,Blue Light + Anti-Reflective,False,0,5.581481581153399,5.0,True
250,Progressive,1.5,6.5,None,False,0,4.195100565012503,5.0,False
251,Single Vision,1.6,1.5,Blue Light + Anti-Reflective,False,0,1.8303111296682568,3.0,False
252,Single Vision,1.5,-1.75,None,True,0,0.5655034347180719,3.0,False
253,Progressive,1.5,-3.5,Blue Light + Anti-Reflective,False,0,3.8612908974175086,5.0,False
254,Single Vision,1.6,-4.0,Anti-Reflective,False,0,1.669585954827427,3.0,False
255,Single Vision,1.74,0.0,Anti-Reflective,False,0,2.3293654662634564,3.0,False
256,Single Vision,1.5,-2.5,Anti-Reflective,False,0,1.9527239527611218,3.0,False
257,Progressive,1.6,4.0,Anti-Reflective,False,0,4.684609453382739,5.0,False
258,Single Vision,1.6,3.5,None,False,0,1.5242944227120387,3.0,False
259,Single Vision,1.67,1.0,None,True,0,0.5,3.0,False
260,Single Vision,1.5,-4.5,None,False,0,2.197379407881231,3.0,False
261,Single Vision,1.6,-3.0,Anti-Reflective,False,0,2.8613197599157694,3.0,False
262,Progressive,1.6,2.75,Blue Light + Anti-Reflective,False,0,4.244397868831337,5.0,False
263,Single Vision,1.6,-2.75,Blue Light + Anti-Reflective,True,0,0.5287954514783462,3.0,False
264,Single Vision,1.74,2.25,Anti-Reflective,False,0,1.4885398768813394,3.0,False
265,Progressive,1.67,0.5,None,True,0,2.0129166121114803,5.0,False
266,Progressive,1.5,-0.75,Anti-Reflective,False,0,3.8103097772486825,5.0,False
267,Single Vision,1.6,-3.0,Blue Light,False,0,1.4925471091185627,3.0,False
268,Progressive,1.5,-1.25,Blue Light + Anti-Reflective,False,0,4.5952098601798905,5.0,False
269,Single Vision,1.5,-0.5,Anti-Reflective,False,0,1.9263834258885415,3.0,False
270,Single Vision,1.6,2.0,Anti-Reflective,False,0,0.9863233286120219,3.0,False
271,Progressive,1.5,-3.75,Anti-Reflective,False,0,5.04144856906837,5.0,True
272,Progressive,1.6,-1.75,Anti-Reflective,False,1,6.153711132347526,5.0,True
273,Progressive,1.74,-0.75,None,True,0,0.5,5.0,False
274,Progressive,1.5,1.0,Blue Light + Anti-Reflective,False,0,4.697895952631971,5.0,False
275,Single Vision,1.74,-3.75,Blue Light,False,0,1.4760834199168746,3.0,False
276,Single Vision,1.6,-5.0,None,False,0,1.4459858490375481,3.0,False
277,Progressive,1.6,1.0,Anti-Reflective,False,0,3.5541269885425013,5.0,False
278,Single Vision,1.67,-5.5,Anti-Reflective,False,0,2.969753714578659,3.0,False
279,Progressive,1.5,2.75,Anti-Reflective,False,0,5.022708227011025,5.0,True
280,Progressive,1.6,-1.5,Anti-Reflective,False,0,3.726029194553407,5.0,False
281,Progressive,1.6,-5.75,Blue Light + Anti-Reflective,False,1,5.935070241852218,5.0,True
282,Single Vision,1.5,-2.5,Anti-Reflective,False,0,0.8564975753200126,3.0,False
283,Single Vision,1.74,0.25,Blue Light,False,0,2.457028376751008,3.0,False
284,Single Vision,1.67,-2.5,None,False,0,2.6820861351993126,3.0,False
285,Single Vision,1.5,-1.0,Blue Light + Anti-Reflective,False,0,2.753220647345839,3.0,False
286,Single Vision,1.5,1.25,Anti-Reflective,False,0,2.0384487122409336,3.0,False
287,Single Vision,1.6,-1.5,Blue Light,False,0,2.2830388904056433,3.0,False
288,Single Vision,1.5,-3.75,None,False,0,1.6414428278767652,3.0,False
289,Single Vision,1.6,-2.0,None,True,0,1.01257391828833,3.0,False
290,Single Vision,1.5,3.25,Blue Light + Anti-Reflective,False,0,1.9178920868614955,3.0,False
291,Single Vision,1.6,4.0,None,False,0,1.8891406143801277,3.0,False
292,Single Vision,1.5,-7.0,Anti-Reflective,False,1,4.167964863140712,3.0,True
293,Progressive,1.5,2.25,Anti-Reflective,False,0,4.107474717749243,5.0,False
294,Single Vision,1.6,-0.25,Blue Light,False,0,2.8465861468963474,3.0,False
295,Single Vision,1.6,1.75,Blue Light,False,0,2.123987952888574,3.0,False
296,Single Vision,1.74,-2.75,None,False,0,3.0956562913845884,3.0,True
297,Progressive,1.67,-6.25,Blue Light + Anti-Reflective,False,0,6.6136050132283835,5.0,True
298,Single Vision,1.5,0.75,Anti-Reflective,False,0,1.9565997016837655,3.0,False
299,Single Vision,1.5,-3.75,None,False,0,2.0872986588837215,3.0,False
300,Single Vision,1.67,-5.25,Blue Light + Anti-Reflective,False,0,1.5800066877673578,3.0,False
301,Single Vision,1.74,-5.0,None,False,0,2.0801033887182117,3.0,False
302,Single Vision,1.67,0.75,Blue Light + Anti-Reflective,False,0,1.5087404688686634,3.0,False
303,Single Vision,1.5,-0.5,Blue Light,False,0,2.66518481847008,3.0,False
304,Single Vision,1.74,1.25,Anti-Reflective,False,1,3.202681166361523,3.0,True
305,Progressive,1.5,1.0,Blue Light,False,0,4.177824106683813,5.0,False
306,Progressive,1.67,-2.25,Anti-Reflective,False,1,6.041277281762525,5.0,True
307,Single Vision,1.74,-1.25,Blue Light + Anti-Reflective,False,1,3.0427454241523475,3.0,True
308,Single Vision,1.5,-2.5,Blue Light + Anti-Reflective,False,0,1.814169309447173,3.0,False
309,Progressive,1.74,-1.75,None,True,0,1.4604617006634701,5.0,False
310,Single Vision,1.5,-4.0,Blue Light + Anti-Reflective,False,0,2.2612444266364045,3.0,False
311,Single Vision,1.74,0.25,Blue Light + Anti-Reflective,False,0,2.5091538959959068,3.0,False
312,Single Vision,1.5,2.25,None,False,0,2.2213244282786264,3.0,False
313,Single Vision,1.74,-3.5,None,False,0,2.615278182433922,3.0,False
314,Progressive,1.5,2.75,Anti-Reflective,False,0,4.2095648422284455,5.0,False
315,Progressive,1.67,-0.75,Blue Light + Anti-Reflective,False,0,5.311885257922945,5.0,True
316,Single Vision,1.6,-0.25,None,True,0,0.9548434106676267,3.0,False
317,Single Vision,1.6,-6.0,Anti-Reflective,False,0,1.980596782649952,3.0,False
318,Single Vision,1.5,-6.5,Anti-Reflective,False,1,2.0839127448892842,3.0,False
319,Single Vision,1.67,-0.5,Blue Light,False,0,1.4917315418001635,3.0,False
320,Single Vision,1.5,1.25,None,True,0,2.0208679415902444,3.0,False
321,Single Vision,1.6,-3.0,Blue Light,False,0,1.8627250549109657,3.0,False
322,Progressive,1.5,4.0,Anti-Reflective,False,0,3.947327228799924,5.0,False
323,Single Vision,1.74,1.25,Blue Light + Anti-Reflective,False,0,0.9108273423623054,3.0,False
324,Single Vision,1.5,-3.75,None,True,0,0.5,3.0,False
